sentences,label
kurang tisu di kamar mandi dan juga di ruangan .,2
pelayanan dan segalanya baik .,1
"tolong kamar airy pindah di lantai bawah iya . biar tidak naik tangga . lainnya oke , ac dingin , kamar mandi perlu pewangi , kamar juga perlu pewangi ruangan . ",2
sesuai budget . dekat dengan bandara . cocok buat yang penerbangan pagi . disediakan antar jemput ke dan dari bandara .,1
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri , tidak ada snackbites . ",2
hotel bersih dan sesuai harga .,1
semua baik kecuali nyamuk banyak banget .,3
pelayanan baik namun perlengkapan tidur seperti seprai dan selimut yang digunakan tidak dicuci dengan bersih sehingga masih ada bekas kotoran .,3
seprai tidak diganti . banyak pasir .,2
kurang cuma pada sarapan yang cuma di kasih 1 x di hari pertama .,2
"fasilitas , kamar , kebersihan , wi fi , bathroom , lokasi , semuanya istimewa ! ",1
"ac kurang dingin karena sudah lama , yang bagus kamar nya luas , dan airy rooms selalu memberikan snack mungkin kebersihan nya perlu ditingkatkan untuk hotel ini . ",3
kebersihan kurang .,2
"pelayanan baik dan sigap . sarapan lumayan enak untuk nasi goreng nya . cuma ada yang perlu di perbaiki , 1 . kamar mandi kurang bersih 2 . air panas di shower mati idup jadi tibatiba dingin sendiri 3 . aliran air pada shower kurang besar/banyak . ",3
tidak disediakan tisu : ( .,2
hanya saja kalau bawa mobil parkirnya susah .,2
lumayan . harga murmer . fasilitas standar hotel . untuk makanan agak kurang sih tetapi overall good .,3
cukup bersih meski tanpa sarapan . wifi dan tv perlu pembenahan karena tidak jalan .,3
pagi ada sarapan roti dan teh kopi diantar ke kamar .,1
"untuk yang skg sedikit agak mengecewakan dengan toiletnya . toiletnya bau iya , sehingga menggaggu untuk kami . apalagi pas pagi itu bau banget . jadi bangun tidur tidak nyaman begitu . kalau bisa minta tolong di perbaiki pihak hotelnya mgkin ada yang tersumbat . terima kasih . ",2
cukup oke dengan harga sekian tetapi bersih walaupun kamar tidak begitu luas .,2
tempat tidur nya tolong di perhatikan . selebihnya lumayan .,3
puas menginap disini .,1
"airy syariahnya bersih , harum , tidak ada bau rokok , cuma ac nya agak ribut . ",3
bagus . bersih . nyaman .,1
aslinya tidak sesuai dengan gambar . kamu wc kurang bagus dan kurang bersih .,2
"kamar nyaman dan bersih , hanya kamar mandi nya bau nya kurang sedap dan sangat mengganggu dan juga kasurnya buat gatal gatal . ",2
"tempat cukup nyman , tetapi sayang tempat tidurnya bunyi "" . ",1
"minus air panas , ac kurang dingin , tidak ada keran buat wudhu . tetapi afterall its oke , suasananya nyaman tanpa ada suara kendaraan , dan tidak bising . ",3
setiap mau pakai kupon diskon kok tidak pernah bisa iya .,2
bersih dan lokasi strategis .,1
"kamarnya besih banget , luas , kamar mandi oke , ada poolnya . pelayanannya juga bagus sekali . recommended lah pokoknya . ",1
pelayan nya tidak sopan .,2
"lumayan , sayang kamar agak redup lampunya . ",3
"kamar bau dari selokan kamar mandi , banyak nyamuknya , pagi air untuk mandi sangat kecil jadi harus menunggu agak siang untuk mandi . ",2
kamarnya bersih . pelayanan ramah . dekat kalau mau keliling kota bandung .,1
"kamar bersih , air lancar . pelayanan bagus . ",1
"check in ktp di minta , check out petugas lupa tidak memberikan ktp saya , padahal saya dari luar kota transit ke semarang dan saya tidak di hubungi terkait ini sampai saya caricari nomor telpun hotel , ketika di telpun juga tidak bahkan minta maaf bahkan lempar lemparan tanggung jawab . ",3
"kamarnya bersih , tidak mengecewakan , strategis untuk kemanamana . ",1
"petugas nya , ramah 2 , baik dan sangat membantu , kamar nya bersih . ",1
oke thank you .,1
cukup hanya lift nya di perbaiki . karena sudah kelihatan sudah lama sekali .,2
"kamar luas dan nyaman , cuma fasilitas tidak seperti yang di foto dan tidak ada tempat sampah padahal penting sekali . ",2
nyaman sih tetapi toilet kurang bersih saja .,3
makanan yang kurang memuaskan .,2
"mantap , pelayanan ramah , kamar bersih . ",1
"tempatnya nyaman , bersih , dekat kemanakemana . kurang nya cuma 1 . belum tersedia sarapan . kalau ditambah pelayanan sarapan ini . tambah buat nyaman : ) . ",3
sangat di rekomendasikan untuk berlibur ke bali dengan modal sedikit .,1
jadi ketagihan menginap disini .,1
"balkon banyak puntung rokok , wifi tidak bisa alasannya karena kamar dipojok , kunci toilet nya rusak . tetapi kamar nya bersih dan tenang . harga bersahabat . ",2
"sumpah yah cs nya galak se galak juteknya . gendeng , saya disini bayar hampir tiap hari hampir 2 minggu tetapi rasanya kok tidak melayani dengan baik , mau minta jatah aqua dan kebersihan saja harus ngemisngemis dulu baru dikasi . tetapi untuk fasilitas dan wifi oke banget cuma cs yang mudanya radarada . ",2
kebersihan ditingkatkan lagi .,2
"aku puas banget dengan hotel pakai airy di bangka . aku pikir jenis dan standar hotelnya mirip seperti begitu . ternyata beda banget dengan hotel ini . 1 . hotel ini tiga tingkat tetapi tidak ada lift 2 . tidak ada petugas buat angkat koper 3 . tidak ada restorant . intinya tmp ini tidak pantes di sebut sebagai hotel . lebih pantas kalau disebut "" kos kosan harian "" . ",3
"lokasinya di dalam kota dekat mau kemana mana , tempatnya bersih dan tenang , hijau banyak tanaman , seperti rumah . ",1
"lumayan . sayang ada 1 hari yang kamar tidak di bersihkan dan tidak dapat minuman , dikarenakan tidak adanya pegawai . ",3
"terimakasih . atas keramahan nya , kebersihan tolong di tingkatkan . penghuni kamar banyak yang sangat berisik sekali . ",3
kamar mandi bau kasurnya kurang bersih lokasi strategis dekat dengan farmhouse .,3
"kebersihan perlu di tingkatkan , . ",1
recommended banget buat backpacker .,1
kurang ramah .,2
"kamar luas , bersih , dan nyaman . ada air panas . minus tv tidak ada siaran . ",3
kualitas kamar dan pelayanan baik .,1
petunjuk lokasi harus diperbaiki .,2
tenang banget . iya lumayan lah .,1
nyaman dan bersih .,1
banjir di luar kamar mandi kamar sih bersih dan bagus walau pun ukurannya mini dan tempat tidur berada di atas .,2
tidak terdapat air panas buat minum .,2
lumayan bersih kamarnya . luas dan home banget .,1
"terima kasih sudah menampung saya selama di cengkareng . ruangan bagus , nyaman juga . sedikit koreksi , kalau boleh kamar mandi di beri exhaust . ",3
ac dan air panas berfungsi sangat baik .,1
kesan : fasilitas sangat bagus secara keseluruhan . masukan : air jangan sampai mati lagi : di .,3
"kamar mandi kotor , kasur juga bau apek makanan tidak enak . ",2
"kamar nya bersih sekali , adem , nyaman pkoknya . harga sesuai banget sama kantong . very recomended . ",1
"kondisi tempat tidur terlihat tidak bersih , ruangan kamar pengap , di kamar mandi ada kecoak dan nyamuk , tidak ada perlengkapan mandi ( sikat dan pasta gigi ) . ",2
pada saat mau check out pelayanan nya tidak ada terpaksa menunggu lama mau check out .,2
"bagus , hanya agak kecil air kamar mandinya . ",2
"wifi nya dong benarkan , tidak bisa terhubung internet , mana sinyalnya susah lagi hilang timbul . ",2
makanannya enak walau minim varian .,1
"kain kasur selama 4 malam menginap tidak pernah di ganti , dan ac kurang dingin . ",2
tempatnya nyaman untuk istirahat .,2
airy mantap . makanan nya oke snacksnack .,1
"ac nya waktu saya menginap ada yang bocor di ac , selebihnya nyaman saya disana udeh 3 kali saya disana dan yang terakhir saja ac nya bocor . ",3
"staf ramah sekali , terutama saat breakfast . ",1
"nyaman , cuma tidak ada alas kaki dari hotel . ",3
kamar dan kamar mandi bersih .,1
sudah reservasi tetapi pihak hotel tidak mengetahui dan menyiapkan kamar . akhirnya di cancel .,2
"tempat bersih , petugas ramah dan cantik . ",1
"resepsionis galak banget , tidak ramah sama . sekali , pintu kamar mandi tidak bisa ditutup , kamar sangat sempit tidak ada tempat untuk sembahyang . ",2
"hotel sangat nyaman tetapi sayangnya handuk kurang bagus dan tidak ada air panas padahal seharusnya ada , overall good lah . ",3
lumayan . cuma bantal nya kalau bisa di jemur atau di cuci . niar tidak bau keringat . terimakasih .,3
kamar bersih .,1
handuk nya kurang halus .,2
"dalam informasi katanya ada air panasnya , ternyata tidak ada , airnya tetap dingin sudah dialirkan sampai 1 jam . ",2
"ac tidak dingin , kunci kamar tidak bisa dipakai karena kehabisan tap card sehingga tiap keluar masuk kamar harus panggil petugas , kamar banyak ngengat kecil yang buat gatal . ",2
pelayanan ramah . fasilitas kamar sesuai harapan .,1
sangat nyaman : ) .,1
"kamar superior double nya tidak sesuai gambar , hot shower nya juga tidak ada . terimakasih . ",2
"hotelnya bersih , nyaman tidak berisik , selalu di make up room tiap hari dan disediakan kembali toile . ",1
taman ditengah bagus tetapi banyak tidak terawat . semoga esok lebih rindang : ) .,2
ada deposit 100 rb . check in cepat .,1
"( + ) letaknya strategis tepat didepan patung maskot bekantan ( + ) resepsionis ramah ( - ) jalan didepan hotel satu arah , sehingga menyulitkan saat jalan ramai ( - ) parkir terbatas untuk 3 mobil . sisanya uts parkir ditepi jalan . ",3
handuk belum ada .,2
beli airy hotel namun nginapnya di ameera hotel .,2
nyaman banget tempat dan suasananya .,1
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( . ",2
"kamar kecil , kotor , ac rusak , seprai tidak diganti . ",2
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik . ",1
"selimut dan bantal bau seperti belum dicuci , masih ada rambut bertebaran di bantal . ",2
"kamar nyaman , yang paling penting dekat dengan ugm . ",1
foto kamar yang ditampilkan tidak sesuai dengan yang diberikan . kamar di foto yang ditampilkan tampa .,2
"murah , bersih , dan cukup nyaman . tetapi toiletnya masih harus diperbaiki . ",3
sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,3
"nyaman , bersih , wifi ngebutt . ",1
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan . ",3
keren . sarapan oke .,1
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk . ",2
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya . ",3
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan . ",3
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis . ",2
"kamar mandi kurang bersih , kamar tidak terlalu nyaman . ",2
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher . ",2
sangat puas .,1
"tidak ada fasilitas akomodasi ke bandara , tempat jauh dari jalan besar . ",2
kamarnya sesuai budget namun ac nya agak berisik . semoga kedepannya lebih baik lagi .,2
hanya saja ruangan terlalu sempit .,2
over all baguss dengan harga murah .,1
"2 . saluran air kamar mandi sering tersumbat , saya mandi sampai banjir meluap keluar pintu airnya ! ",2
tolong di tingkatkan kamar mandi nya .,2
sungguh sangat memberikan keutamaan bagi tamu nya tingkatkan terus sop nya dan saya sangat puas menginap di sini .,2
"kamarnya bagus , cuma tivinya perlu diperbaiki dan wcnya kurang bersih . ",3
kamar mandi jorok . ada cicak mati .,2
"tempat strategis dekat dengan pusat keramaian , hanya parkiran tebatas , untuk fasilitas kamar mandi a . ",3
harga terjangkau dan dekat dengan pusat kota bandung .,1
"mohon lebih teliti mengenai fasilitasnya , sebab hari itu ( ) handuk , terima kasih . ",3
wifinya lambat tetapi so far puas lah .,1
"sejauh ini baik sih , cuma penginapan nya gelap banget , cat lorong nya warna oren lalu lampu nya warna kuning jadi gelap banget , sempat seram juga sih setiap pulang malam tetapi lama lama iya biasa saja , terus setiap mandi air nya keluar kamar mandi jadi di depan kamar mandi basah semua , awal datang tidak di sediakan selimut dan keset kamar mandi . harus minta . ",3
"kamarnya kurang bersih , seprai kotor , handuk sudah tidak layak pakai . ",2
sesuai untuk menginap budget terbatas tetapi tempat nyaman dan bersih . jika kemedan saya akan menginap disini lagi .,1
semuanya bagus hanya saja orang merokok di luar ruangan asapnya masih tercium sampai dalam kamar .,3
sarapan enak .,1
"you get what you paid . harga total untuk 3 kamar 1 malam cuma 324000 ( pakai promo airy ) dan di daerah kemang ! lokasi oke , dekat kemang . kamar lumayan besar tetapi agak tidak sesuai foto . karena bangunannya rumah , ukuran kamar berbeda - beda . kolam renang oke . tidak ada air panas untuk mandi dan wifi nya tidak jalan ( padahal username dan password sudah benar ) . ",3
"pelayanan servicenya diperbaiki lagi , masak saat breakfast selalu terlambat makanannya . ",2
air di wastafel tidak keluar .,2
untuk kedua kalinya . very bagus .,1
"bersih rapi seperti biasa , puas sama pelayananya . ",1
saya di layani dengan maximal terimakasih airy .,1
suka dengan suasana penginapannya .,1
untuk koneksi wifi lebih di tingkatkan lagi .,2
kalau ada yang double bed lebih baik lagi .,2
"pintu kamar bekas congkel , kamar mandi kurang bersih , lemari baju tidak berpenutup ( dilepas ) , lampu kamar cuma 2 dan remangremang . ",2
"parkiran kurang memadai , tidak ada breakfast , padahal di keterangan ada . ",2
"untuk lokasi nya agak masuk disebelakang rumah toko , ketika saya sampai dsana jam 12 pintu sudah di tutup dan perlu menelepon operator hotel , untuk kamar kondisinya kurang baik , ruangannya bau seperti habis di pakai , handuk berantakan , sabun mandi seperti habis di pakai , tempat tidur acak acakan dan penuh rambut di atas nya , wc tersumbat tidak berfungsi , ada kaos kaki di laci lemari , dan kamar berdebu . untung ada wifi dan ac sehingga ruangan tidak terlalu sempit . ",2
tempatnya nyaman dan pelayanannya sangat baik .,1
"pelayanan sudah baik , tetapi kamar mandi tidak bersih , ada kerak di lantai dan toiletnya . cangkir teh juga ada kerak bekas teh . sarapan kurang sebanding dengan harganya . ",2
seprainya kotor .,2
"kamar bersih , baik , nyaman , dan sesuai dengan ekspektasi . ",1
"nyaman , bersih , pelayanan terbaik . ",1
kamar mandi nya kotor . banyak serangga . kamar bau apek . air shower nya kecil . tangga terlalu curam .,2
"swkt akan check out harus lebih dulu menunggu customer pelayanan periksa kamar dengan alasan sering bercak darah di selimut , dll. . ",2
pelayanannya perlu ditingkatkan lagi agar lebih baik lagi .,2
"kamar lumayan enak , tetapi sayang kurang kerawat . ",3
"penginapannya murah , sangat minimalis dan sangat nyaman untuk tempat beristirahat . ",1
"hotel cukup bagus . wifi sangat jelek di room 519 , breakfast cukup walau menu terbatas . wakru cek in terlambat sekitar 15 menit dan untuk cek out . jam 10.30 sudah diingatkan . ",1
lumayan ok . sarapannya kalau bisa ada ayam goreng atau apa begitu walau dalam irisan kecil sja .,3
kamar bersih .,1
"kamar rapi , sepertinya hotel sudh berumur . agak horor juga iya . ",2
baik pelayanan nya .,1
"lokasi bagus , . ",1
"betah deh menginap disini . tempatnya enak , setiap ke semarang pasti kesini . ",1
"pelayanan baik , kamar juga bersih dan nyaman . tetapi sayang dinidingnya tidak kedap suara . jadi berisik kalau ada yang lewat atau ngobrol dari luar kamar . ",2
